question,A,B,C,D,answer,category,clean,corrupted,correct_idx,incorrect_idx
"Which of the following best explains the antioxidant action of vitamin E?
",It forms a stable radical that can be reduced back to active vitamin E by reaction with vitamin C,It is converted to a stable radical by reaction with vitamin C,It is lipid soluble and can react with free radicals in the bloodstream resulting from nitric oxide formation by vascular epithelium,It forms a stable radical that can be reduced back to active vitamin E by reaction with glutathione and glutathione peroxidase,A,nutrition,"Which of the following best explains the antioxidant action of vitamin E?

(A) It forms a stable radical that can be reduced back to active vitamin E by reaction with vitamin C
(B) It is converted to a stable radical by reaction with vitamin C
(C) It is lipid soluble and can react with free radicals in the bloodstream resulting from nitric oxide formation by vascular epithelium
(D) It forms a stable radical that can be reduced back to active vitamin E by reaction with glutathione and glutathione peroxidase
Answer: (","Which is the most possible answer?
(A) It forms a stable radical that can be reduced back to active vitamin E by reaction with vitamin C
(B) It is converted to a stable radical by reaction with vitamin C
(C) It is lipid soluble and can react with free radicals in the bloodstream resulting from nitric oxide formation by vascular epithelium
(D) It forms a stable radical that can be reduced back to active vitamin E by reaction with glutathione and glutathione peroxidase
Answer: (",32,"[33, 34, 35]"
"Which of these factors increases the risk for cancer of the stomach?
",Obesity,Sugar,Salt and salt-preserved foods,Dietary fibre,C,nutrition,"Which of these factors increases the risk for cancer of the stomach?

(A) Obesity
(B) Sugar
(C) Salt and salt-preserved foods
(D) Dietary fibre
Answer: (","Which is the most possible answer?
(A) Obesity
(B) Sugar
(C) Salt and salt-preserved foods
(D) Dietary fibre
Answer: (",34,"[32, 33, 35]"
"What are the main enzyme systems for catalysing ethanol to acetaldehyde?
",Alcohol dehydrogenase (ADH),Catalase,"Alcohol dehydrogenase (ADH), cytochrome P450 2E1 (CYP2EI), catalase",cytochrome P450 2E1 (CYP2EI),C,nutrition,"What are the main enzyme systems for catalysing ethanol to acetaldehyde?

(A) Alcohol dehydrogenase (ADH)
(B) Catalase
(C) Alcohol dehydrogenase (ADH), cytochrome P450 2E1 (CYP2EI), catalase
(D) cytochrome P450 2E1 (CYP2EI)
Answer: (","Which is the most possible answer?
(A) Alcohol dehydrogenase (ADH)
(B) Catalase
(C) Alcohol dehydrogenase (ADH), cytochrome P450 2E1 (CYP2EI), catalase
(D) cytochrome P450 2E1 (CYP2EI)
Answer: (",34,"[32, 33, 35]"
"In a healthy person maintaining energy balance in equilibrium (i.e. mathematical equality of energy intake and energy expenditure) is generally achieved on a:
",day-to-day basis,2-3 day basis,3-4 day basis,1-2 week basis,D,nutrition,"In a healthy person maintaining energy balance in equilibrium (i.e. mathematical equality of energy intake and energy expenditure) is generally achieved on a:

(A) day-to-day basis
(B) 2-3 day basis
(C) 3-4 day basis
(D) 1-2 week basis
Answer: (","Which is the most possible answer?
(A) day-to-day basis
(B) 2-3 day basis
(C) 3-4 day basis
(D) 1-2 week basis
Answer: (",35,"[32, 33, 34]"
"Which of the following statements is incorrect regarding fatty acid ß-oxidation?
","The major site of fatty acid ß-oxidation is the peroxisomes, the mitochondria also contain enzymes for this pathway",Within the liver peroxisomes serve to oxidise very long chain fatty acids to medium chain products,The rate of b-oxidation is regulated by the availability of fatty acids and the rate of utilisation of b-oxidation products,Peroxisomes are the site for the degradation of xenobiotics and eicosanoids,A,nutrition,"Which of the following statements is incorrect regarding fatty acid ß-oxidation?

(A) The major site of fatty acid ß-oxidation is the peroxisomes, the mitochondria also contain enzymes for this pathway
(B) Within the liver peroxisomes serve to oxidise very long chain fatty acids to medium chain products
(C) The rate of b-oxidation is regulated by the availability of fatty acids and the rate of utilisation of b-oxidation products
(D) Peroxisomes are the site for the degradation of xenobiotics and eicosanoids
Answer: (","Which is the most possible answer?
(A) The major site of fatty acid ß-oxidation is the peroxisomes, the mitochondria also contain enzymes for this pathway
(B) Within the liver peroxisomes serve to oxidise very long chain fatty acids to medium chain products
(C) The rate of b-oxidation is regulated by the availability of fatty acids and the rate of utilisation of b-oxidation products
(D) Peroxisomes are the site for the degradation of xenobiotics and eicosanoids
Answer: (",32,"[33, 34, 35]"
"Intestinal lactase deficiency leads to lactose maldigestion which subsequently can lead to lactose intolerance, i.e. causing clinical symptoms. Infants and children normally express sufficient lactase levels as not to experience clinical symptoms. Overall, adults can be classified as lactase-persisters or lactase non-persisters. What is the approximate percentage of Lactase non-persisters worldwide?
",45%-50%,70%-75 %,10%-15%,30%-35%,B,nutrition,"Intestinal lactase deficiency leads to lactose maldigestion which subsequently can lead to lactose intolerance, i.e. causing clinical symptoms. Infants and children normally express sufficient lactase levels as not to experience clinical symptoms. Overall, adults can be classified as lactase-persisters or lactase non-persisters. What is the approximate percentage of Lactase non-persisters worldwide?

(A) 45%-50%
(B) 70%-75 %
(C) 10%-15%
(D) 30%-35%
Answer: (","Which is the most possible answer?
(A) 45%-50%
(B) 70%-75 %
(C) 10%-15%
(D) 30%-35%
Answer: (",33,"[32, 34, 35]"
"Which of the following vitamins provides the coenzyme for carboxylation reactions?
",Biotin,Niacin,Riboflavin,Thiamin,A,nutrition,"Which of the following vitamins provides the coenzyme for carboxylation reactions?

(A) Biotin
(B) Niacin
(C) Riboflavin
(D) Thiamin
Answer: (","Which is the most possible answer?
(A) Biotin
(B) Niacin
(C) Riboflavin
(D) Thiamin
Answer: (",32,"[33, 34, 35]"
"According to trials on diabetes prevention, high-risk individuals can reduce their risk to develop diabetes by doing the following:
",Eating a very low carbohydrate diet,Consuming a diet high in monounsaturated fats,Losing 5-7% of body weight through a hypocaloric low fat diet and 30 minutes of daily activity,Initiating metformin 850 mg BID and practicing daily vigorous exercise,C,nutrition,"According to trials on diabetes prevention, high-risk individuals can reduce their risk to develop diabetes by doing the following:

(A) Eating a very low carbohydrate diet
(B) Consuming a diet high in monounsaturated fats
(C) Losing 5-7% of body weight through a hypocaloric low fat diet and 30 minutes of daily activity
(D) Initiating metformin 850 mg BID and practicing daily vigorous exercise
Answer: (","Which is the most possible answer?
(A) Eating a very low carbohydrate diet
(B) Consuming a diet high in monounsaturated fats
(C) Losing 5-7% of body weight through a hypocaloric low fat diet and 30 minutes of daily activity
(D) Initiating metformin 850 mg BID and practicing daily vigorous exercise
Answer: (",34,"[32, 33, 35]"
"IBS
",Is primarily a psychological problem,Is a contra-indication to colonoscopy,May be associated with constipation,always resolves with a gluten free diet.,C,nutrition,"IBS

(A) Is primarily a psychological problem
(B) Is a contra-indication to colonoscopy
(C) May be associated with constipation
(D) always resolves with a gluten free diet.
Answer: (","Which is the most possible answer?
(A) Is primarily a psychological problem
(B) Is a contra-indication to colonoscopy
(C) May be associated with constipation
(D) always resolves with a gluten free diet.
Answer: (",34,"[32, 33, 35]"
"The gut microbes metabolize L-carnitine into which metabolite that has been shown increase cardiovascular disease?
",choline,betaine,Trimethylamine,All of the above,C,nutrition,"The gut microbes metabolize L-carnitine into which metabolite that has been shown increase cardiovascular disease?

(A) choline
(B) betaine
(C) Trimethylamine
(D) All of the above
Answer: (","Which is the most possible answer?
(A) choline
(B) betaine
(C) Trimethylamine
(D) All of the above
Answer: (",34,"[32, 33, 35]"
"Which of the following statements is correct?
",Sulfur dioxide is not used in foods containing thiamin because it causes destruction of the vitamin,Sulfur dioxide is not used in foods containing niacin because it causes destruction of the vitamin,Sulfur dioxide is not used in foods containing vitamin E because it causes destruction of the vitamin,Sulfur dioxide is not used in foods containing vitamin C because it causes destruction of the vitamin,A,nutrition,"Which of the following statements is correct?

(A) Sulfur dioxide is not used in foods containing thiamin because it causes destruction of the vitamin
(B) Sulfur dioxide is not used in foods containing niacin because it causes destruction of the vitamin
(C) Sulfur dioxide is not used in foods containing vitamin E because it causes destruction of the vitamin
(D) Sulfur dioxide is not used in foods containing vitamin C because it causes destruction of the vitamin
Answer: (","Which is the most possible answer?
(A) Sulfur dioxide is not used in foods containing thiamin because it causes destruction of the vitamin
(B) Sulfur dioxide is not used in foods containing niacin because it causes destruction of the vitamin
(C) Sulfur dioxide is not used in foods containing vitamin E because it causes destruction of the vitamin
(D) Sulfur dioxide is not used in foods containing vitamin C because it causes destruction of the vitamin
Answer: (",32,"[33, 34, 35]"
