,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
5,"Then, Alicia and Kyle were thinking about going to the office. Alicia wanted to give a kiss to","Then, Alicia and Kyle were thinking about going to the office. Scott wanted to give a kiss to","Then, Alicia and Kyle were thinking about going to the office. Kyle wanted to give a kiss to",14316,39607
300,"Then, Melissa and Allison had a lot of fun at the house. Allison gave a bone to","Then, Melissa and Allison had a lot of fun at the house. Jesse gave a bone to","Then, Melissa and Allison had a lot of fun at the house. Melissa gave a bone to",24164,33461
111,"After Heather and Jessica went to the office, Heather gave a bone to","After Heather and Jessica went to the office, Robert gave a bone to","After Heather and Jessica went to the office, Jessica gave a bone to",17352,24253
547,"After William and Michael went to the hospital, William gave a necklace to","After William and Michael went to the hospital, Kenneth gave a necklace to","After William and Michael went to the hospital, Michael gave a necklace to",3899,3977
511,"Then, David and Scott were thinking about going to the office. Scott wanted to give a computer to","Then, David and Scott were thinking about going to the office. Crystal wanted to give a computer to","Then, David and Scott were thinking about going to the office. David wanted to give a computer to",3271,4746
421,"When Jamie and Eric got a computer at the hospital, Eric decided to give it to","When Jamie and Eric got a computer at the hospital, Vanessa decided to give it to","When Jamie and Eric got a computer at the hospital, Jamie decided to give it to",17826,7651
588,"Then, Rachel and Laura were working at the office. Rachel decided to give a bone to","Then, Rachel and Laura were working at the office. Samantha decided to give a bone to","Then, Rachel and Laura were working at the office. Laura decided to give a bone to",16753,15984
631,"Then, Justin and Andrea had a long argument, and afterwards Justin said to","Then, Justin and Andrea had a long argument, and afterwards Paul said to","Then, Justin and Andrea had a long argument, and afterwards Andrea said to",23174,10799
43,"After Steven and William went to the house, Steven gave a basketball to","After Steven and William went to the house, Jacob gave a basketball to","After Steven and William went to the house, William gave a basketball to",3977,8239
208,"Then, Angela and Cody were thinking about going to the hospital. Cody wanted to give a necklace to","Then, Angela and Cody were thinking about going to the hospital. Jeffrey wanted to give a necklace to","Then, Angela and Cody were thinking about going to the hospital. Angela wanted to give a necklace to",17799,27035
379,"Then, Danielle and Christine were thinking about going to the hospital. Christine wanted to give a necklace to","Then, Danielle and Christine were thinking about going to the hospital. Amber wanted to give a necklace to","Then, Danielle and Christine were thinking about going to the hospital. Danielle wanted to give a necklace to",39808,26088
439,"Then, Kimberly and Erin had a lot of fun at the house. Kimberly gave a snack to","Then, Kimberly and Erin had a lot of fun at the house. Eric gave a snack to","Then, Kimberly and Erin had a lot of fun at the house. Erin gave a snack to",28894,48685
771,"Then, Brittany and Emily had a long argument, and afterwards Brittany said to","Then, Brittany and Emily had a long argument, and afterwards Kenneth said to","Then, Brittany and Emily had a long argument, and afterwards Emily said to",17608,48773
740,"Then, Sarah and Ryan were working at the station. Ryan decided to give a snack to","Then, Sarah and Ryan were working at the station. Amber decided to give a snack to","Then, Sarah and Ryan were working at the station. Sarah decided to give a snack to",10490,6047
245,"Then, Michael and Erica had a long argument, and afterwards Michael said to","Then, Michael and Erica had a long argument, and afterwards Jeremy said to","Then, Michael and Erica had a long argument, and afterwards Erica said to",45187,3899
634,"After Jonathan and Amanda went to the restaurant, Jonathan gave a computer to","After Jonathan and Amanda went to the restaurant, Elizabeth gave a computer to","After Jonathan and Amanda went to the restaurant, Amanda gave a computer to",23040,11232
789,"Then, Allison and Alicia went to the house. Alicia gave a computer to","Then, Allison and Alicia went to the house. Jacob gave a computer to","Then, Allison and Alicia went to the house. Allison gave a computer to",33461,39607
268,"When Daniel and Joseph got a computer at the office, Joseph decided to give it to","When Daniel and Joseph got a computer at the office, Anthony decided to give it to","When Daniel and Joseph got a computer at the office, Daniel decided to give it to",7806,7212
945,"After Eric and Scott went to the hospital, Scott gave a computer to","After Eric and Scott went to the hospital, John gave a computer to","After Eric and Scott went to the hospital, Eric gave a computer to",7651,4746
350,"Then, Jeffrey and Andrew had a long argument, and afterwards Andrew said to","Then, Jeffrey and Andrew had a long argument, and afterwards Nicole said to","Then, Jeffrey and Andrew had a long argument, and afterwards Jeffrey said to",19627,6858
152,"Then, Nicholas and Christopher went to the station. Nicholas gave a basketball to","Then, Nicholas and Christopher went to the station. Rebecca gave a basketball to","Then, Nicholas and Christopher went to the station. Christopher gave a basketball to",12803,20320
638,"Then, Bryan and Kenneth were working at the hospital. Bryan decided to give a bone to","Then, Bryan and Kenneth were working at the hospital. Kristen decided to give a bone to","Then, Bryan and Kenneth were working at the hospital. Kenneth decided to give a bone to",23632,17857
321,"Then, Richard and Andrew had a long argument, and afterwards Richard said to","Then, Richard and Andrew had a long argument, and afterwards Jessica said to","Then, Richard and Andrew had a long argument, and afterwards Andrew said to",6858,6219
800,"Then, Tiffany and Gregory were thinking about going to the school. Tiffany wanted to give a kiss to","Then, Tiffany and Gregory were thinking about going to the school. Angela wanted to give a kiss to","Then, Tiffany and Gregory were thinking about going to the school. Gregory wanted to give a kiss to",20653,40928
147,"After James and Andrew went to the station, Andrew gave a necklace to","After James and Andrew went to the station, Megan gave a necklace to","After James and Andrew went to the station, James gave a necklace to",3700,6858
194,"After Michael and Matthew went to the school, Michael gave a basketball to","After Michael and Matthew went to the school, Crystal gave a basketball to","After Michael and Matthew went to the school, Matthew gave a basketball to",9308,3899
161,"After Melissa and Travis went to the office, Melissa gave a bone to","After Melissa and Travis went to the office, Erica gave a bone to","After Melissa and Travis went to the office, Travis gave a bone to",19804,24164
144,"Then, Nathan and Justin went to the school. Justin gave a basketball to","Then, Nathan and Justin went to the school. Christina gave a basketball to","Then, Nathan and Justin went to the school. Nathan gave a basketball to",18106,10799
0,"When Robert and Sara got a bone at the hospital, Robert decided to give it to","When Robert and Sara got a bone at the hospital, Joseph decided to give it to","When Robert and Sara got a bone at the hospital, Sara decided to give it to",24799,5199
242,"When Jessica and Anthony got a kiss at the office, Anthony decided to give it to","When Jessica and Anthony got a kiss at the office, Robert decided to give it to","When Jessica and Anthony got a kiss at the office, Jessica decided to give it to",17352,9953
569,"Then, Sara and Jennifer went to the school. Jennifer gave a computer to","Then, Sara and Jennifer went to the school. Dustin gave a computer to","Then, Sara and Jennifer went to the school. Sara gave a computer to",24799,16348
282,"Then, Laura and Megan went to the house. Megan gave a drink to","Then, Laura and Megan went to the house. Emily gave a drink to","Then, Laura and Megan went to the house. Laura gave a drink to",16753,27616
218,"Then, Cody and Andrea had a lot of fun at the restaurant. Cody gave a snack to","Then, Cody and Andrea had a lot of fun at the restaurant. Brittany gave a snack to","Then, Cody and Andrea had a lot of fun at the restaurant. Andrea gave a snack to",23174,27035
685,"Then, Nicholas and Jamie were working at the garden. Jamie decided to give a kiss to","Then, Nicholas and Jamie were working at the garden. Jeffrey decided to give a kiss to","Then, Nicholas and Jamie were working at the garden. Nicholas decided to give a kiss to",20320,17826
369,"After Bryan and Jose went to the school, Jose gave a basketball to","After Bryan and Jose went to the school, Brittany gave a basketball to","After Bryan and Jose went to the school, Bryan gave a basketball to",17857,5264
