clean,corrupted,label,incorrect_label
"[1701, 1709, 9648, 5974, 9614, 4812, 7442, 5691, 1430, 9683, 7170, 7568, 3796, 7827, 9721, 2285, 7219, 6401, 1354, 8711, 1701, 1709, 9648, 5974, 9614, 4812, 7442, 5691, 1430, 9683, 7170, 7568, 3796, 7827, 9721, 2285, 7219, 6401, 1354]","[9683, 7170, 5691, 2285, 9614, 4812, 7827, 9648, 1709, 1701, 6401, 1354, 7442, 7219, 9721, 3796, 9614, 1430, 5974, 7568, 1701, 1709, 9648, 5974, 9614, 4812, 7442, 5691, 1430, 9683, 7170, 7568, 3796, 7827, 9721, 2285, 7219, 6401, 8711]",8711,"[6401, 7170, 9614, 7568, 7442, 7827, 1430, 1701, 1709, 9648, 7219, 5691, 1354, 4812, 9683, 3796, 5974, 2285, 9721]"
"[2348, 1548, 5865, 9230, 8071, 9839, 1391, 5233, 1895, 2193, 8270, 7021, 1955, 8429, 9290, 2905, 9951, 3234, 9232, 2643, 2348, 1548, 5865, 9230, 8071, 9839, 1391, 5233, 1895, 2193, 8270, 7021, 1955, 8429, 9290, 2905, 9951, 3234, 9232]","[9951, 8071, 9230, 1391, 5865, 8270, 3234, 1548, 1895, 2905, 9290, 2193, 5233, 7021, 2348, 1955, 9839, 8429, 9232, 1955, 2348, 1548, 5865, 9230, 8071, 9839, 1391, 5233, 1895, 2193, 8270, 7021, 1955, 8429, 9290, 2905, 9951, 3234, 2643]",2643,"[8071, 1548, 9230, 9232, 2193, 3234, 1955, 2348, 9290, 8270, 2905, 9951, 1895, 5865, 7021, 8429, 9839, 1391, 5233]"
"[2760, 7385, 3942, 4388, 1431, 2057, 1640, 5297, 8160, 5839, 1580, 1007, 4601, 7346, 6942, 9978, 4498, 8606, 7580, 5235, 2760, 7385, 3942, 4388, 1431, 2057, 1640, 5297, 8160, 5839, 1580, 1007, 4601, 7346, 6942, 9978, 4498, 8606, 7580]","[6942, 9978, 7580, 4388, 5297, 8160, 2760, 4601, 1007, 1640, 7346, 1580, 7385, 4498, 2057, 8606, 5297, 1431, 3942, 5839, 2760, 7385, 3942, 4388, 1431, 2057, 1640, 5297, 8160, 5839, 1580, 1007, 4601, 7346, 6942, 9978, 4498, 8606, 5235]",5235,"[2057, 4498, 1431, 7580, 8606, 6942, 4388, 1580, 5297, 7346, 2760, 5839, 7385, 8160, 3942, 1640, 1007, 4601, 9978]"
"[9937, 1376, 9350, 1184, 4010, 7479, 8473, 9036, 3253, 6880, 8713, 6695, 6606, 3328, 8589, 9075, 7414, 8206, 2340, 3594, 9937, 1376, 9350, 1184, 4010, 7479, 8473, 9036, 3253, 6880, 8713, 6695, 6606, 3328, 8589, 9075, 7414, 8206, 2340]","[9350, 7479, 1184, 8473, 6606, 4010, 2340, 7414, 8713, 8589, 8206, 3253, 9036, 9075, 6606, 9937, 6880, 3328, 6695, 1376, 9937, 1376, 9350, 1184, 4010, 7479, 8473, 9036, 3253, 6880, 8713, 6695, 6606, 3328, 8589, 9075, 7414, 8206, 3594]",3594,"[3328, 9350, 8713, 8589, 8206, 8473, 1184, 2340, 6695, 4010, 3253, 7479, 9036, 6606, 9937, 1376, 6880, 9075, 7414]"
"[3596, 7403, 8937, 5669, 4577, 8949, 7315, 1863, 9676, 1117, 6080, 1707, 4282, 6465, 3315, 3854, 5737, 9683, 1843, 1749, 3596, 7403, 8937, 5669, 4577, 8949, 7315, 1863, 9676, 1117, 6080, 1707, 4282, 6465, 3315, 3854, 5737, 9683, 1843]","[1863, 3315, 6080, 9676, 1707, 8949, 1117, 8937, 7315, 6465, 9683, 3596, 4282, 1843, 7403, 5669, 7403, 4577, 5737, 3854, 3596, 7403, 8937, 5669, 4577, 8949, 7315, 1863, 9676, 1117, 6080, 1707, 4282, 6465, 3315, 3854, 5737, 9683, 1749]",1749,"[3596, 3854, 7315, 5669, 1707, 1843, 4282, 6080, 6465, 1863, 9676, 9683, 1117, 4577, 8937, 5737, 7403, 3315, 8949]"
"[1689, 9778, 9848, 8920, 3534, 4829, 8904, 2546, 1059, 2552, 6722, 3484, 9145, 9452, 4319, 5200, 1652, 4935, 9775, 3095, 1689, 9778, 9848, 8920, 3534, 4829, 8904, 2546, 1059, 2552, 6722, 3484, 9145, 9452, 4319, 5200, 1652, 4935, 9775]","[1689, 9848, 5200, 4319, 2546, 6722, 4829, 8920, 3484, 1059, 3534, 9452, 8904, 9778, 9145, 9775, 4829, 1652, 4935, 2552, 1689, 9778, 9848, 8920, 3534, 4829, 8904, 2546, 1059, 2552, 6722, 3484, 9145, 9452, 4319, 5200, 1652, 4935, 3095]",3095,"[9848, 1689, 3484, 1059, 9775, 9778, 9145, 6722, 4935, 8904, 3534, 5200, 8920, 4829, 4319, 9452, 2546, 1652, 2552]"
"[1513, 9783, 8892, 1451, 3919, 6489, 8837, 5706, 5769, 6053, 6067, 9300, 4225, 8312, 7322, 9327, 9583, 7102, 4684, 3901, 1513, 9783, 8892, 1451, 3919, 6489, 8837, 5706, 5769, 6053, 6067, 9300, 4225, 8312, 7322, 9327, 9583, 7102, 4684]","[9583, 8312, 7322, 6489, 8837, 9327, 6067, 5769, 6053, 5706, 9300, 8892, 3919, 1451, 4225, 9783, 1513, 4684, 6053, 7102, 1513, 9783, 8892, 1451, 3919, 6489, 8837, 5706, 5769, 6053, 6067, 9300, 4225, 8312, 7322, 9327, 9583, 7102, 3901]",3901,"[4225, 8837, 5769, 7322, 6053, 1451, 6067, 9783, 8892, 7102, 5706, 4684, 3919, 9300, 6489, 1513, 9327, 9583, 8312]"
"[8756, 4638, 8137, 2082, 6404, 7676, 8391, 8727, 4281, 6838, 9151, 8158, 6425, 6483, 6153, 6321, 1347, 5197, 7290, 4621, 8756, 4638, 8137, 2082, 6404, 7676, 8391, 8727, 4281, 6838, 9151, 8158, 6425, 6483, 6153, 6321, 1347, 5197, 7290]","[6483, 8391, 8727, 6321, 9151, 6404, 8756, 7676, 6425, 8158, 6321, 7290, 4281, 1347, 4638, 5197, 8137, 6838, 2082, 6153, 8756, 4638, 8137, 2082, 6404, 7676, 8391, 8727, 4281, 6838, 9151, 8158, 6425, 6483, 6153, 6321, 1347, 5197, 4621]",4621,"[6404, 6153, 8727, 6425, 4638, 2082, 6321, 8756, 6838, 4281, 9151, 1347, 8391, 8137, 5197, 6483, 8158, 7290, 7676]"
"[1237, 4290, 9201, 8070, 1287, 4299, 3149, 4515, 4310, 8654, 7899, 4110, 3546, 3964, 6294, 1616, 8167, 4925, 7056, 8760, 1237, 4290, 9201, 8070, 1287, 4299, 3149, 4515, 4310, 8654, 7899, 4110, 3546, 3964, 6294, 1616, 8167, 4925, 7056]","[7056, 4515, 4925, 7056, 3964, 4310, 8167, 3546, 4299, 6294, 4110, 1237, 9201, 4290, 8070, 8654, 1616, 3149, 1287, 7899, 1237, 4290, 9201, 8070, 1287, 4299, 3149, 4515, 4310, 8654, 7899, 4110, 3546, 3964, 6294, 1616, 8167, 4925, 8760]",8760,"[8070, 1287, 4110, 7056, 6294, 4515, 4925, 4290, 4299, 3149, 8654, 1616, 1237, 4310, 3546, 7899, 8167, 9201, 3964]"
"[1358, 2056, 2176, 2207, 7896, 9410, 4740, 7637, 8567, 2480, 6264, 8984, 4542, 8367, 3250, 1174, 6018, 4796, 3177, 6700, 1358, 2056, 2176, 2207, 7896, 9410, 4740, 7637, 8567, 2480, 6264, 8984, 4542, 8367, 3250, 1174, 6018, 4796, 3177]","[6018, 8367, 8984, 9410, 4740, 3177, 7896, 6264, 4542, 4796, 2176, 7637, 2480, 1358, 1174, 2207, 8567, 7637, 2056, 3250, 1358, 2056, 2176, 2207, 7896, 9410, 4740, 7637, 8567, 2480, 6264, 8984, 4542, 8367, 3250, 1174, 6018, 4796, 6700]",6700,"[2176, 6018, 4740, 2056, 1174, 8984, 2207, 8367, 2480, 3250, 4796, 4542, 9410, 1358, 7637, 7896, 3177, 8567, 6264]"
"[4404, 8094, 7014, 3902, 4598, 4084, 8047, 2912, 5978, 3015, 6598, 6100, 8724, 4164, 5330, 4032, 2311, 5273, 2162, 9075, 4404, 8094, 7014, 3902, 4598, 4084, 8047, 2912, 5978, 3015, 6598, 6100, 8724, 4164, 5330, 4032, 2311, 5273, 2162]","[5273, 8094, 2311, 6598, 5330, 7014, 3015, 5978, 4164, 4404, 6598, 2162, 2912, 4598, 8724, 3902, 8047, 4084, 6100, 4032, 4404, 8094, 7014, 3902, 4598, 4084, 8047, 2912, 5978, 3015, 6598, 6100, 8724, 4164, 5330, 4032, 2311, 5273, 9075]",9075,"[2311, 8724, 5273, 8094, 4404, 3902, 4032, 4164, 6598, 3015, 5330, 6100, 5978, 2912, 7014, 8047, 2162, 4084, 4598]"
"[8480, 6376, 8082, 4675, 6436, 5341, 4474, 7857, 2096, 6980, 3009, 7008, 3748, 7048, 2975, 2604, 4933, 6998, 2143, 4537, 8480, 6376, 8082, 4675, 6436, 5341, 4474, 7857, 2096, 6980, 3009, 7008, 3748, 7048, 2975, 2604, 4933, 6998, 2143]","[2604, 7008, 4675, 8480, 4933, 2143, 2096, 6980, 6998, 7048, 5341, 6376, 7857, 5341, 2975, 6436, 3009, 3748, 4474, 8082, 8480, 6376, 8082, 4675, 6436, 5341, 4474, 7857, 2096, 6980, 3009, 7008, 3748, 7048, 2975, 2604, 4933, 6998, 4537]",4537,"[7048, 8082, 2975, 8480, 6436, 3748, 2604, 2096, 7857, 3009, 4675, 6980, 4933, 6998, 5341, 2143, 7008, 6376, 4474]"
"[8756, 7424, 5534, 8830, 5728, 8349, 3141, 8501, 9803, 1679, 6784, 3675, 7339, 9058, 3739, 2847, 2535, 7104, 7011, 3240, 8756, 7424, 5534, 8830, 5728, 8349, 3141, 8501, 9803, 1679, 6784, 3675, 7339, 9058, 3739, 2847, 2535, 7104, 7011]","[1679, 9058, 3675, 2847, 5728, 3739, 8501, 7011, 5534, 7104, 8756, 6784, 5728, 7424, 2535, 9803, 7339, 3141, 8830, 8349, 8756, 7424, 5534, 8830, 5728, 8349, 3141, 8501, 9803, 1679, 6784, 3675, 7339, 9058, 3739, 2847, 2535, 7104, 3240]",3240,"[7424, 6784, 1679, 3739, 8349, 5534, 2847, 7339, 8756, 8501, 7104, 3141, 9803, 3675, 5728, 9058, 7011, 2535, 8830]"
"[6116, 5124, 5512, 1384, 5041, 2322, 4996, 4590, 7295, 8877, 6435, 3116, 2840, 3658, 2621, 5296, 7149, 1666, 6667, 8890, 6116, 5124, 5512, 1384, 5041, 2322, 4996, 4590, 7295, 8877, 6435, 3116, 2840, 3658, 2621, 5296, 7149, 1666, 6667]","[7295, 2322, 8877, 3116, 6667, 4590, 2840, 5296, 7149, 4996, 5124, 5041, 2621, 1666, 3658, 6667, 5512, 1384, 6435, 6116, 6116, 5124, 5512, 1384, 5041, 2322, 4996, 4590, 7295, 8877, 6435, 3116, 2840, 3658, 2621, 5296, 7149, 1666, 8890]",8890,"[1666, 5124, 4996, 5512, 6667, 2322, 2840, 6435, 3116, 8877, 5296, 5041, 2621, 3658, 6116, 1384, 7149, 4590, 7295]"
"[4414, 7630, 6800, 9067, 6105, 3779, 1506, 6025, 6666, 7033, 2724, 1944, 5140, 4600, 5564, 2977, 5125, 8197, 8268, 5930, 4414, 7630, 6800, 9067, 6105, 3779, 1506, 6025, 6666, 7033, 2724, 1944, 5140, 4600, 5564, 2977, 5125, 8197, 8268]","[4600, 6800, 2724, 8197, 6666, 5564, 2977, 1506, 6105, 4414, 5125, 9067, 3779, 1944, 6025, 5140, 7630, 8268, 7630, 7033, 4414, 7630, 6800, 9067, 6105, 3779, 1506, 6025, 6666, 7033, 2724, 1944, 5140, 4600, 5564, 2977, 5125, 8197, 5930]",5930,"[5125, 8197, 6025, 6666, 6800, 5140, 1944, 2977, 2724, 5564, 4414, 3779, 8268, 7630, 6105, 1506, 9067, 4600, 7033]"
"[1915, 6907, 9704, 2860, 9958, 6687, 5586, 6745, 6639, 6542, 4000, 4298, 6924, 7281, 3076, 1912, 7877, 5495, 4666, 5311, 1915, 6907, 9704, 2860, 9958, 6687, 5586, 6745, 6639, 6542, 4000, 4298, 6924, 7281, 3076, 1912, 7877, 5495, 4666]","[3076, 6907, 4000, 6924, 4666, 2860, 4666, 1912, 6542, 7281, 5495, 9958, 6639, 6745, 1915, 5586, 9704, 6687, 7877, 4298, 1915, 6907, 9704, 2860, 9958, 6687, 5586, 6745, 6639, 6542, 4000, 4298, 6924, 7281, 3076, 1912, 7877, 5495, 5311]",5311,"[3076, 6924, 6542, 6687, 4000, 2860, 4666, 6907, 7877, 4298, 5586, 6745, 9958, 9704, 6639, 7281, 5495, 1912, 1915]"
"[6588, 4758, 8276, 3466, 5548, 6192, 3933, 7590, 4269, 5123, 6908, 4776, 2067, 8259, 7972, 5550, 4980, 8246, 9946, 2616, 6588, 4758, 8276, 3466, 5548, 6192, 3933, 7590, 4269, 5123, 6908, 4776, 2067, 8259, 7972, 5550, 4980, 8246, 9946]","[7972, 9946, 7590, 5123, 6908, 8246, 6588, 4758, 4980, 8259, 5548, 8276, 2067, 5550, 4776, 4269, 6192, 3933, 4269, 3466, 6588, 4758, 8276, 3466, 5548, 6192, 3933, 7590, 4269, 5123, 6908, 4776, 2067, 8259, 7972, 5550, 4980, 8246, 2616]",2616,"[5123, 3466, 2067, 4758, 7972, 7590, 4776, 5548, 4269, 5550, 6192, 8246, 6588, 8259, 8276, 9946, 3933, 4980, 6908]"
"[2351, 8233, 1010, 5346, 6653, 3806, 3635, 5387, 7767, 3316, 8331, 1556, 9194, 5687, 6073, 8679, 7304, 3673, 6899, 8324, 2351, 8233, 1010, 5346, 6653, 3806, 3635, 5387, 7767, 3316, 8331, 1556, 9194, 5687, 6073, 8679, 7304, 3673, 6899]","[1556, 9194, 3316, 1010, 8331, 7304, 6653, 6073, 8233, 6899, 5346, 5387, 5687, 2351, 3806, 3673, 8679, 7767, 3635, 1556, 2351, 8233, 1010, 5346, 6653, 3806, 3635, 5387, 7767, 3316, 8331, 1556, 9194, 5687, 6073, 8679, 7304, 3673, 8324]",8324,"[7304, 5387, 8331, 1556, 8233, 2351, 3635, 5687, 6073, 7767, 3673, 3806, 5346, 8679, 9194, 1010, 6899, 3316, 6653]"
"[6417, 8219, 2231, 8115, 1858, 1086, 6797, 6220, 5922, 4699, 6612, 1058, 2392, 9147, 1291, 3691, 8868, 7225, 5876, 5450, 6417, 8219, 2231, 8115, 1858, 1086, 6797, 6220, 5922, 4699, 6612, 1058, 2392, 9147, 1291, 3691, 8868, 7225, 5876]","[8115, 2392, 1291, 2231, 6797, 5922, 1086, 9147, 1291, 6417, 6612, 8219, 4699, 3691, 1858, 1058, 8868, 5876, 7225, 6220, 6417, 8219, 2231, 8115, 1858, 1086, 6797, 6220, 5922, 4699, 6612, 1058, 2392, 9147, 1291, 3691, 8868, 7225, 5450]",5450,"[1291, 6797, 6417, 8219, 5922, 1058, 8868, 8115, 2231, 7225, 9147, 1086, 1858, 6220, 6612, 2392, 4699, 3691, 5876]"
"[1856, 4092, 5744, 5106, 9915, 1564, 6665, 8741, 6499, 8874, 9384, 9352, 8048, 7660, 6924, 1878, 1758, 5347, 5187, 6884, 1856, 4092, 5744, 5106, 9915, 1564, 6665, 8741, 6499, 8874, 9384, 9352, 8048, 7660, 6924, 1878, 1758, 5347, 5187]","[5347, 5744, 4092, 1564, 6665, 5106, 8741, 8741, 6924, 7660, 8048, 9384, 9352, 6499, 1758, 9915, 1878, 5187, 1856, 8874, 1856, 4092, 5744, 5106, 9915, 1564, 6665, 8741, 6499, 8874, 9384, 9352, 8048, 7660, 6924, 1878, 1758, 5347, 6884]",6884,"[9352, 6665, 6924, 1564, 8741, 9384, 8874, 9915, 1856, 5187, 1878, 1758, 6499, 5347, 7660, 5744, 8048, 5106, 4092]"
"[5969, 9044, 2107, 2352, 8996, 1456, 5851, 1405, 9040, 5656, 8652, 8180, 8713, 5589, 6746, 3527, 3825, 7687, 2873, 7070, 5969, 9044, 2107, 2352, 8996, 1456, 5851, 1405, 9040, 5656, 8652, 8180, 8713, 5589, 6746, 3527, 3825, 7687, 2873]","[8996, 2352, 9044, 2107, 8713, 5656, 8180, 3825, 9040, 7687, 3527, 5589, 8652, 2873, 8996, 5851, 6746, 5969, 1456, 1405, 5969, 9044, 2107, 2352, 8996, 1456, 5851, 1405, 9040, 5656, 8652, 8180, 8713, 5589, 6746, 3527, 3825, 7687, 7070]",7070,"[7687, 8713, 5656, 8996, 2352, 1456, 2873, 2107, 3527, 8652, 9040, 5969, 9044, 5589, 6746, 5851, 3825, 8180, 1405]"
"[1431, 3704, 3863, 1022, 3531, 2295, 4807, 6130, 1260, 7310, 4401, 3034, 8632, 8104, 8017, 7435, 2633, 8419, 6522, 6984, 1431, 3704, 3863, 1022, 3531, 2295, 4807, 6130, 1260, 7310, 4401, 3034, 8632, 8104, 8017, 7435, 2633, 8419, 6522]","[8104, 3704, 2633, 8017, 6130, 3863, 3034, 8632, 6522, 7435, 2295, 3531, 7310, 8419, 1431, 4401, 6130, 4807, 1022, 1260, 1431, 3704, 3863, 1022, 3531, 2295, 4807, 6130, 1260, 7310, 4401, 3034, 8632, 8104, 8017, 7435, 2633, 8419, 6984]",6984,"[7435, 7310, 1431, 3863, 8104, 4401, 8632, 4807, 2633, 3531, 8017, 3034, 8419, 1260, 6130, 2295, 3704, 6522, 1022]"
"[4225, 4515, 7342, 8820, 2402, 1022, 7043, 2947, 1295, 9022, 8320, 8089, 6201, 2769, 1524, 5464, 5272, 5539, 9364, 2449, 4225, 4515, 7342, 8820, 2402, 1022, 7043, 2947, 1295, 9022, 8320, 8089, 6201, 2769, 1524, 5464, 5272, 5539, 9364]","[1524, 5539, 8089, 9022, 7342, 8820, 4225, 5272, 2947, 7043, 8320, 2402, 5464, 6201, 2769, 9364, 1022, 1295, 4515, 5272, 4225, 4515, 7342, 8820, 2402, 1022, 7043, 2947, 1295, 9022, 8320, 8089, 6201, 2769, 1524, 5464, 5272, 5539, 2449]",2449,"[8320, 4225, 7043, 2947, 1295, 9364, 5272, 8089, 4515, 5539, 7342, 6201, 9022, 2769, 5464, 2402, 8820, 1524, 1022]"
"[7861, 6576, 4071, 5415, 4456, 4833, 8048, 5255, 7417, 3063, 7625, 5931, 1915, 3580, 1246, 2473, 5326, 1055, 6347, 4989, 7861, 6576, 4071, 5415, 4456, 4833, 8048, 5255, 7417, 3063, 7625, 5931, 1915, 3580, 1246, 2473, 5326, 1055, 6347]","[4071, 6576, 3580, 5326, 4456, 1055, 1915, 6347, 5931, 3063, 8048, 5255, 1246, 7417, 4833, 5415, 7861, 7625, 2473, 7417, 7861, 6576, 4071, 5415, 4456, 4833, 8048, 5255, 7417, 3063, 7625, 5931, 1915, 3580, 1246, 2473, 5326, 1055, 4989]",4989,"[5255, 1055, 5415, 2473, 5931, 6576, 7861, 7625, 6347, 5326, 1246, 4833, 4071, 4456, 8048, 3063, 7417, 1915, 3580]"
"[4491, 5860, 6612, 9451, 1466, 4116, 1822, 1830, 1674, 8132, 4982, 8390, 8473, 8099, 7707, 4655, 4901, 6239, 3589, 3646, 4491, 5860, 6612, 9451, 1466, 4116, 1822, 1830, 1674, 8132, 4982, 8390, 8473, 8099, 7707, 4655, 4901, 6239, 3589]","[1674, 4901, 8473, 1466, 4116, 3589, 1830, 4655, 8132, 6239, 4491, 4982, 9451, 1822, 8390, 7707, 1830, 5860, 8099, 6612, 4491, 5860, 6612, 9451, 1466, 4116, 1822, 1830, 1674, 8132, 4982, 8390, 8473, 8099, 7707, 4655, 4901, 6239, 3646]",3646,"[3589, 1674, 4491, 4116, 8473, 7707, 1822, 8099, 4901, 1830, 4655, 1466, 8132, 8390, 6612, 6239, 5860, 9451, 4982]"
"[5282, 6037, 1779, 2139, 2735, 4948, 1554, 3652, 3235, 2872, 8374, 6356, 9560, 9407, 7998, 2332, 4942, 8167, 3369, 9393, 5282, 6037, 1779, 2139, 2735, 4948, 1554, 3652, 3235, 2872, 8374, 6356, 9560, 9407, 7998, 2332, 4942, 8167, 3369]","[4942, 3652, 3369, 9407, 9560, 2139, 2735, 1779, 6037, 8167, 6356, 4948, 2872, 5282, 2332, 7998, 8374, 1554, 3652, 3235, 5282, 6037, 1779, 2139, 2735, 4948, 1554, 3652, 3235, 2872, 8374, 6356, 9560, 9407, 7998, 2332, 4942, 8167, 9393]",9393,"[1554, 6037, 2332, 5282, 3235, 3369, 2735, 8374, 2872, 7998, 9407, 3652, 4942, 4948, 6356, 9560, 2139, 8167, 1779]"
"[4489, 9084, 3602, 5490, 7350, 4935, 6132, 2786, 9242, 9841, 8954, 6628, 8437, 8960, 7546, 3483, 9726, 9439, 8760, 4119, 4489, 9084, 3602, 5490, 7350, 4935, 6132, 2786, 9242, 9841, 8954, 6628, 8437, 8960, 7546, 3483, 9726, 9439, 8760]","[3602, 2786, 8954, 4935, 4489, 5490, 8960, 9242, 8437, 7350, 9084, 9726, 9242, 9439, 7546, 3483, 6628, 6132, 8760, 9841, 4489, 9084, 3602, 5490, 7350, 4935, 6132, 2786, 9242, 9841, 8954, 6628, 8437, 8960, 7546, 3483, 9726, 9439, 4119]",4119,"[8960, 4489, 3602, 9242, 3483, 7350, 8760, 4935, 7546, 9439, 2786, 6628, 9841, 5490, 6132, 8437, 8954, 9084, 9726]"
"[6451, 1936, 9487, 5431, 6200, 7553, 4584, 4898, 6011, 7326, 1326, 9097, 9739, 1271, 4123, 7478, 5661, 7545, 8912, 2004, 6451, 1936, 9487, 5431, 6200, 7553, 4584, 4898, 6011, 7326, 1326, 9097, 9739, 1271, 4123, 7478, 5661, 7545, 8912]","[1326, 8912, 7545, 7478, 9097, 9739, 4123, 4898, 6451, 6200, 5431, 1936, 1271, 5661, 6011, 9487, 7553, 4584, 1326, 7326, 6451, 1936, 9487, 5431, 6200, 7553, 4584, 4898, 6011, 7326, 1326, 9097, 9739, 1271, 4123, 7478, 5661, 7545, 2004]",2004,"[7553, 9097, 9739, 9487, 1936, 4123, 5661, 7326, 4898, 1326, 6451, 7478, 5431, 6200, 8912, 4584, 1271, 7545, 6011]"
"[5321, 1886, 2410, 8586, 6723, 4518, 9764, 6128, 4540, 6823, 9115, 9548, 2590, 5873, 3154, 4130, 4250, 1802, 5853, 1800, 5321, 1886, 2410, 8586, 6723, 4518, 9764, 6128, 4540, 6823, 9115, 9548, 2590, 5873, 3154, 4130, 4250, 1802, 5853]","[6723, 2410, 5873, 5853, 6823, 5321, 8586, 4540, 9548, 2590, 4518, 9764, 9115, 6128, 4518, 4130, 4250, 3154, 1886, 1802, 5321, 1886, 2410, 8586, 6723, 4518, 9764, 6128, 4540, 6823, 9115, 9548, 2590, 5873, 3154, 4130, 4250, 1802, 1800]",1800,"[8586, 1802, 4250, 9115, 2590, 4130, 9764, 4518, 6823, 4540, 6723, 5321, 9548, 3154, 5853, 1886, 2410, 6128, 5873]"
"[1259, 7622, 6956, 5636, 3750, 3426, 1675, 6204, 9869, 6380, 1650, 3732, 1597, 9401, 4474, 7619, 4931, 1596, 1849, 2082, 1259, 7622, 6956, 5636, 3750, 3426, 1675, 6204, 9869, 6380, 1650, 3732, 1597, 9401, 4474, 7619, 4931, 1596, 1849]","[3732, 1650, 6956, 1596, 1596, 6204, 9401, 9869, 5636, 7622, 7619, 3750, 3426, 6380, 4931, 1675, 1259, 1597, 4474, 1849, 1259, 7622, 6956, 5636, 3750, 3426, 1675, 6204, 9869, 6380, 1650, 3732, 1597, 9401, 4474, 7619, 4931, 1596, 2082]",2082,"[5636, 1675, 9869, 3732, 3750, 6956, 1849, 9401, 6204, 1597, 1596, 7619, 4931, 7622, 3426, 1259, 6380, 1650, 4474]"
"[2388, 5313, 1746, 6573, 4621, 2459, 5984, 7818, 1039, 3253, 9592, 6757, 2378, 3627, 3332, 8894, 4587, 8593, 3297, 3976, 2388, 5313, 1746, 6573, 4621, 2459, 5984, 7818, 1039, 3253, 9592, 6757, 2378, 3627, 3332, 8894, 4587, 8593, 3297]","[1746, 7818, 5313, 6757, 2459, 6573, 4621, 4587, 8894, 5984, 3297, 2388, 9592, 6573, 2378, 3253, 8593, 1039, 3627, 3332, 2388, 5313, 1746, 6573, 4621, 2459, 5984, 7818, 1039, 3253, 9592, 6757, 2378, 3627, 3332, 8894, 4587, 8593, 3976]",3976,"[3332, 7818, 4621, 1039, 8593, 2459, 3627, 6573, 3253, 8894, 5313, 2378, 1746, 2388, 5984, 3297, 6757, 4587, 9592]"
"[5511, 8504, 8213, 4198, 8715, 2533, 4607, 3440, 8409, 5576, 4242, 9158, 4807, 4576, 1701, 1983, 5300, 6373, 1676, 4883, 5511, 8504, 8213, 4198, 8715, 2533, 4607, 3440, 8409, 5576, 4242, 9158, 4807, 4576, 1701, 1983, 5300, 6373, 1676]","[3440, 8504, 5511, 4807, 2533, 4607, 2533, 1676, 9158, 5576, 4242, 5300, 6373, 8715, 8213, 1701, 8409, 1983, 4576, 4198, 5511, 8504, 8213, 4198, 8715, 2533, 4607, 3440, 8409, 5576, 4242, 9158, 4807, 4576, 1701, 1983, 5300, 6373, 4883]",4883,"[5511, 8715, 1676, 4242, 8213, 1701, 5300, 8504, 1983, 9158, 4807, 5576, 8409, 4576, 2533, 4198, 6373, 3440, 4607]"
"[9699, 7567, 5898, 8538, 7360, 3422, 9253, 6960, 8761, 7097, 5700, 3300, 5893, 8339, 1088, 9879, 1615, 8497, 8368, 8477, 9699, 7567, 5898, 8538, 7360, 3422, 9253, 6960, 8761, 7097, 5700, 3300, 5893, 8339, 1088, 9879, 1615, 8497, 8368]","[5893, 3300, 5898, 8761, 9253, 8538, 1615, 8497, 9699, 7567, 9879, 8339, 8368, 7097, 6960, 9253, 3422, 5700, 7360, 1088, 9699, 7567, 5898, 8538, 7360, 3422, 9253, 6960, 8761, 7097, 5700, 3300, 5893, 8339, 1088, 9879, 1615, 8497, 8477]",8477,"[5893, 5898, 7567, 8339, 9879, 9253, 6960, 8497, 8368, 8761, 7097, 7360, 1088, 5700, 1615, 8538, 3422, 9699, 3300]"
"[5082, 2846, 9932, 3268, 6135, 5833, 9022, 8221, 8184, 8274, 7501, 7553, 9699, 8196, 2602, 7144, 6951, 9376, 1777, 2161, 5082, 2846, 9932, 3268, 6135, 5833, 9022, 8221, 8184, 8274, 7501, 7553, 9699, 8196, 2602, 7144, 6951, 9376, 1777]","[9699, 2846, 1777, 8274, 8196, 9932, 9376, 6951, 3268, 9022, 7144, 6135, 8274, 8184, 2602, 7553, 8221, 7501, 5082, 5833, 5082, 2846, 9932, 3268, 6135, 5833, 9022, 8221, 8184, 8274, 7501, 7553, 9699, 8196, 2602, 7144, 6951, 9376, 2161]",2161,"[7553, 8196, 8221, 2846, 9376, 6951, 2602, 9022, 3268, 5833, 9932, 7501, 8274, 5082, 9699, 7144, 1777, 6135, 8184]"
"[2158, 7899, 3912, 2158, 7317, 7857, 2314, 4480, 9455, 3821, 1163, 3082, 8306, 4520, 7372, 2102, 1473, 7377, 6678, 1912, 2158, 7899, 3912, 2158, 7317, 7857, 2314, 4480, 9455, 3821, 1163, 3082, 8306, 4520, 7372, 2102, 1473, 7377, 6678]","[3082, 1163, 1473, 4520, 4520, 3821, 7857, 8306, 2314, 7899, 7372, 7317, 3912, 2158, 7377, 9455, 6678, 2102, 2158, 4480, 2158, 7899, 3912, 2158, 7317, 7857, 2314, 4480, 9455, 3821, 1163, 3082, 8306, 4520, 7372, 2102, 1473, 7377, 1912]",1912,"[4480, 1473, 3912, 4520, 2314, 1163, 3082, 3821, 2158, 9455, 7372, 7857, 8306, 7377, 7317, 2102, 6678, 7899]"
